timestamp,component,scenario,latency_p95_ms,throughput_rps,error_rate_pct,cpu_percent,memory_percent,anomaly_score,is_anomaly,flagged_signal,signal_zscore
2026-09-16T10:57:45.588434,product-catalog,normal,50.0,1.9,0.0,0.2435,7.9082,0.03127321316911946,1,throughput_rps,2.14
2026-09-16T10:57:55.738800,product-catalog,normal,50.0,1.9,0.0,0.2591,8.375,-0.022632217825036882,0,,0.0
2026-09-16T10:58:05.876418,product-catalog,normal,50.0,1.9,0.0,0.2703,8.1836,-0.02610005237818469,0,,0.0
2026-09-16T10:58:16.041352,product-catalog,normal,3508.6,2.231,0.0,0.2703,8.1836,0.1259567964846926,1,latency_p95_ms,4.68
2026-09-16T10:58:26.172492,product-catalog,normal,1847.35,3.4208,0.0,0.2938,8.291,0.055828398802795,1,latency_p95_ms,2.31
2026-09-16T10:58:36.307624,product-catalog,normal,157.95,3.4208,0.0,0.3086,8.6094,-0.003474801463235533,0,,0.0
2026-09-16T10:58:46.484552,product-catalog,normal,56.7,3.4208,0.0,0.3086,8.6094,-0.058259676749393474,0,,0.0
2026-09-16T10:58:56.657852,product-catalog,normal,49.9,3.4208,0.0,0.3361,8.3496,-0.08775234196877141,0,,0.0
2026-09-16T10:59:06.832741,product-catalog,normal,49.9,3.4208,0.0,0.3512,8.4785,-0.0793368145037302,0,,0.0
2026-09-16T10:59:16.987445,product-catalog,normal,49.9,3.4208,0.0,0.3648,8.0645,-0.035450221280249994,0,,0.0
2026-09-16T10:59:27.135639,product-catalog,normal,48.79,3.8208,0.0,0.3799,8.5449,-0.02216577832335742,0,,0.0
2026-09-16T11:24:53.945634,product-catalog,normal,47.7,4.0667,0.0,2.0599,8.4727,-0.09724396638074667,0,,0.0
2026-09-16T11:25:04.019777,product-catalog,normal,47.7,4.0667,0.0,2.0678,8.1875,-0.0969050174690112,0,,0.0
2026-09-16T11:25:14.074790,product-catalog,normal,47.7,4.0667,0.0,2.076,8.9062,-0.04530334173029216,0,,0.0
2026-09-16T11:25:24.170750,product-catalog,normal,47.39,3.9834,0.0,2.0819,8.3242,-0.11505030269858335,0,,0.0
2026-09-16T11:25:34.235504,product-catalog,normal,47.39,3.9834,0.0,2.0927,9.0273,-0.01393577797852985,0,,0.0
2026-09-16T11:25:44.368964,product-catalog,normal,47.39,3.9834,0.0,2.1052,8.4453,-0.12956684433569715,0,,0.0
2026-09-16T11:25:54.521422,product-catalog,normal,47.39,3.9834,0.0,2.1052,8.4453,-0.12956684433569715,0,,0.0
2026-09-16T11:26:04.634352,product-catalog,normal,47.39,3.9834,0.0,2.1211,8.1211,-0.10268586877569236,0,,0.0
2026-09-16T11:26:14.690553,product-catalog,normal,47.39,3.9834,0.0,2.1211,8.1211,-0.10268586877569236,0,,0.0
2026-09-16T11:26:24.804881,product-catalog,normal,48.77,4.1667,0.0,2.1369,8.2773,-0.11185263986189298,0,,0.0
2026-09-16T11:26:35.002688,product-catalog,normal,48.77,4.1667,0.0,2.1466,8.4414,-0.13145878509411246,0,,0.0
2026-09-16T11:26:45.122685,product-catalog,normal,48.77,4.1667,0.0,2.1466,8.4414,-0.13145878509411246,0,,0.0
2026-09-16T11:26:55.194549,product-catalog,normal,48.77,4.1667,0.0,2.1675,8.6816,-0.09435765258902323,0,,0.0
2026-09-16T11:27:05.280952,product-catalog,normal,48.77,4.1667,0.0,2.1715,8.832,-0.0631874510793799,0,,0.0
2026-09-16T11:27:15.352718,product-catalog,normal,48.77,4.1667,0.0,2.172,8.0527,-0.08138363613632571,0,,0.0
2026-09-16T11:27:25.410669,product-catalog,normal,48.79,3.7649,0.0,2.172,8.0527,-0.06529049912997126,0,,0.0
2026-09-16T11:27:35.478063,product-catalog,normal,48.79,3.6203,0.0,2.1742,8.1309,-0.06906522529271036,0,,0.0
2026-09-16T11:27:45.537808,product-catalog,normal,48.79,3.4757,0.0,2.1754,8.2109,-0.061517194922905194,0,,0.0
2026-09-16T10:57:35.497151,cart,normal,23.33,0.5,0.0,3.5154,48.4229,-0.04485798195621871,0,,0.0
2026-09-16T10:57:45.635209,cart,normal,23.33,0.5,0.0,3.5127,48.3936,-0.009504844462395967,0,,0.0
2026-09-16T10:57:55.782771,cart,normal,23.33,0.5,0.0,3.5196,48.855,0.06433515142008905,1,throughput_rps,2.11
2026-09-16T10:58:05.941560,cart,normal,23.33,0.5,0.0,3.5172,48.4888,-0.0556032825921865,0,,0.0
2026-09-16T10:58:16.086129,cart,normal,23.33,0.587,0.0,3.5172,48.4888,-0.014089223887840507,0,,0.0
2026-09-16T10:58:26.219903,cart,normal,17.14,0.8125,0.0,3.5125,48.4937,-0.08255376628619393,0,,0.0
2026-09-16T10:58:36.374162,cart,normal,17.14,0.8125,0.0,3.5104,48.6499,-0.11633559185836351,0,,0.0
2026-09-16T10:58:46.545264,cart,normal,17.14,0.8125,0.0,3.5104,48.6499,-0.11633559185836351,0,,0.0
2026-09-16T10:58:56.705833,cart,normal,17.14,0.8125,0.0,3.5083,48.5498,-0.11470511179032433,0,,0.0
2026-09-16T10:59:06.884829,cart,normal,17.14,0.8125,0.0,3.5076,48.7207,-0.07806137587918915,0,,0.0
2026-09-16T10:59:17.037043,cart,normal,17.14,0.8125,0.0,3.5058,48.5059,-0.10262953208091125,0,,0.0
2026-09-16T10:59:27.175324,cart,normal,18.0,0.9333,0.0,3.5042,48.5107,0.016525825278073225,1,memory_percent,1.23
2026-09-16T11:24:53.971953,cart,normal,9.8,0.9333,0.0,3.2291,48.9795,-0.10022756831946816,0,,0.0
2026-09-16T11:25:04.036065,cart,normal,9.8,0.9333,0.0,3.2271,48.9478,-0.13020396160847203,0,,0.0
2026-09-16T11:25:14.095682,cart,normal,9.8,0.9333,0.0,3.2251,48.9478,-0.12960398115470972,0,,0.0
2026-09-16T11:25:24.193287,cart,normal,9.73,0.95,0.0,3.223,49.104,-0.14716955868845205,0,,0.0
2026-09-16T11:25:34.271063,cart,normal,9.73,0.95,0.0,3.2214,49.2603,-0.12777799498199477,0,,0.0
2026-09-16T11:25:44.430345,cart,normal,9.73,0.95,0.0,3.2197,49.1089,-0.16410396900543217,0,,0.0
2026-09-16T11:25:54.568636,cart,normal,9.73,0.95,0.0,3.2197,49.1089,-0.16410396900543217,0,,0.0
2026-09-16T11:26:04.652455,cart,normal,9.73,0.95,0.0,3.2162,49.2651,-0.1335268197386993,0,,0.0
2026-09-16T11:26:14.712513,cart,normal,9.73,0.95,0.0,3.2162,49.2651,-0.1335268197386993,0,,0.0
2026-09-16T11:26:24.891371,cart,normal,7.93,0.95,0.0,3.2129,49.4482,0.012964477635021288,1,memory_percent,1.98
2026-09-16T11:26:35.059800,cart,normal,7.93,0.95,0.0,3.211,48.9624,-0.15462146727445214,0,,0.0
2026-09-16T11:26:45.143855,cart,normal,7.93,0.95,0.0,3.211,48.9624,-0.15462146727445214,0,,0.0
2026-09-16T11:26:55.228992,cart,normal,7.93,0.95,0.0,3.2078,48.999,-0.1469769784260418,0,,0.0
2026-09-16T11:27:05.301105,cart,normal,7.93,0.95,0.0,3.2058,48.999,-0.14129727521277552,0,,0.0
2026-09-16T11:27:15.366333,cart,normal,7.93,0.95,0.0,3.2035,48.9722,-0.12743017373777954,0,,0.0
2026-09-16T11:27:25.436918,cart,normal,8.75,0.8247,0.0,3.2035,48.9722,-0.06760176276779029,0,,0.0
2026-09-16T11:27:35.500792,cart,normal,8.75,0.793,0.0,3.1988,48.9331,-0.05197438254850073,0,,0.0
2026-09-16T11:27:45.553250,cart,normal,8.75,0.7614,0.0,3.1965,49.1138,-0.0014404975150024146,0,,0.0
